Mean,SD,SE,LowerCI,UpperCI,WaveNumber,Significant,times_selected
8.49609416243547,32.8675095792019,0.464816778083349,7.58484938706418,9.40733893780676,0,Yes,451
2.46995453448913,15.1350037418068,0.214041275582308,2.05033974585684,2.88956932312141,1,Yes,351
0.729276771939251,7.52130527656691,0.106367319288692,0.520750168463912,0.937803375414589,2,Yes,118
0.396891344198246,6.2579491562523,0.0885007656941327,0.223391022872331,0.57039166552416,3,Yes,37
0.154414371395524,4.03402982963068,0.0570497969608133,0.0425717446493525,0.266256998141696,4,Yes,14
0.0255772303351394,0.864184222815176,0.0122214104829407,0.0016179049076681,0.0495365557626107,5,Yes,6
0.0409455368598884,1.56101308857597,0.0220760588090605,-0.00233322199536631,0.0842242957151432,6,No,11
0.0400586798031306,1.77356234309159,0.0250819591931432,-0.00911296233309471,0.0892303219393559,7,No,9
0.017305615922096,0.679246291051278,0.0096059931699634,-0.00152634432786691,0.0361375761720589,8,No,6
0.0103843391678339,0.695323211872151,0.00983335516462417,-0.00889335032324399,0.0296620286589118,9,No,4
0.0282592003627297,0.943112911526886,0.013337630703305,0.00211159367707132,0.0544068070483882,10,Yes,7
0.204731731496485,3.63776082298903,0.0514457069254059,0.103875579435096,0.305587883557873,11,Yes,31
0.301163569575306,4.9337170462919,0.0697732955977733,0.164377304380493,0.437949834770119,12,Yes,33
0.271201019159806,5.25355837852588,0.0742965350963011,0.125547220443973,0.416854817875639,13,Yes,31
0.130491062527057,3.91239895520602,0.0553296766386668,0.0220206261373298,0.238961498916785,14,Yes,20
0.0943076429660552,3.18925724187343,0.0451029084535401,0.00588615815689836,0.182729127775212,15,Yes,16
0.219678578575867,4.61966052914695,0.0653318657387928,0.0915994641230353,0.347757693028698,16,Yes,26
0.1753171705298,4.38425329062808,0.062002704644851,0.0537646721464943,0.296869668913106,17,Yes,14
0.00302192140431654,0.2136821117205,0.00302192140431654,-0.00290237010387927,0.00894621291251236,18,No,1
0,0,0,0,0,19,No,0
0,0,0,0,0,20,No,0
0,0,0,0,0,21,No,0
0,0,0,0,0,22,No,0
0,0,0,0,0,23,No,0
0,0,0,0,0,24,No,0
0.00688761180642645,0.487027701450467,0.00688761180642645,-0.00661512856209415,0.0203903521749471,25,No,1
0.0234052094404999,1.65499823104689,0.0234052094404999,-0.0224792676798633,0.0692896865608631,26,No,1
0.0486282751833912,2.60970874185702,0.0369068549657783,-0.0237253496182523,0.120981899985035,27,No,4
0.0199486761718788,1.410584419683,0.0199486761718788,-0.0191594795452082,0.0590568318889657,28,No,1
0.00922717831048784,0.652460035456338,0.00922717831048784,-0.00886213864902951,0.0273164952700052,29,No,1
0.0282823336053883,1.29010162937584,0.0182447922110294,-0.00748546214542286,0.0640501293561994,30,No,4
0.556055690584827,10.2562800891861,0.145045704016241,0.271702486899161,0.840408894270494,31,Yes,22
2.35864920618065,20.9198600114813,0.295851497511834,1.77865049678576,2.93864791557553,32,Yes,93
9.12598771187272,48.5416784670779,0.686483000284955,7.78017990783794,10.4717955159075,33,Yes,282
4.44160844492141,30.8147677441491,0.435786624651526,3.58727550425638,5.29594138558644,34,Yes,201
0.290676348510923,8.94804528547969,0.12654446999454,0.0425936790123272,0.538759018009519,35,Yes,8
0.264894506856328,6.58841324359205,0.0931742336360639,0.082232138363118,0.447556875349538,36,Yes,18
0.0555998035377975,2.16269527284329,0.0305851298613516,-0.00436046705555754,0.115560074131153,37,No,7
0.0565991999784934,2.72854460917326,0.0385874479183283,-0.0190491241966361,0.132247524153623,38,No,6
0.00790291632444226,0.558611166089617,0.00789995487176986,-0.00758446051305736,0.0233902931619419,39,No,2
0.0251474465046049,1.59544945578849,0.0225630625845686,-0.0190860533732261,0.0693809463824358,40,No,2
0.169464782355681,4.17789774275884,0.0590843965001749,0.0536334480420652,0.285296116669297,41,Yes,14
0.00200840752604447,0.142015858105214,0.00200840752604447,-0.00192895220625897,0.0059457672583479,42,No,1
0,0,0,0,0,43,No,0
0,0,0,0,0,44,No,0
0.135288764914619,4.9590744607671,0.0701319035923488,-0.00220052925176203,0.272778059081,45,No,7
1.11113894991421,18.1603607067121,0.256826284090196,0.607646777105318,1.6146311227231,46,Yes,36
3.24315296569283,31.5346828840725,0.4459677621979,2.36886052951491,4.11744540187075,47,Yes,81
0.974554015763945,15.8997806214177,0.224856853935658,0.533735949341755,1.41537208218614,48,Yes,45
0.0929239082513032,3.09890776335734,0.0438251738748323,0.00700734369042103,0.178840472812185,49,Yes,20
0.238522182765212,6.53528207053348,0.0924228453808217,0.0573328648462267,0.419711500684197,50,Yes,25
2.42003475653939,26.9450060283226,0.381059929634786,1.67299014378923,3.16707936928954,51,Yes,80
