id,Intensity,MedianWaveNumber,scoville_median
Anah,757,0.00683208,1500
Anah,758,0.00688365,1500
Anah,759,0.00686554,1500
Anah,760,0.00671403,1500
Anah,761,0.00650852,1500
Anah,762,0.00630536,1500
Anah,763,0.00615324,1500
Anah,764,0.0060799,1500
Anah,765,0.00610875,1500
Anah,766,0.00622359,1500
Anah,767,0.00636769,1500
Anah,768,0.00654411,1500
Anah,769,0.0067107,1500
Anah,770,0.00684433,1500
Anah,771,0.00691408,1500
Anah,772,0.00701806,1500
Anah,773,0.00713947,1500
Anah,774,0.00724161,1500
Anah,775,0.00720135,1500
Anah,776,0.00701069,1500
Anah,777,0.00681506,1500
Anah,778,0.00669214,1500
Anah,779,0.00676265,1500
Anah,780,0.00686992,1500
Anah,781,0.00696871,1500
Anah,782,0.00706277,1500
Anah,783,0.00709342,1500
Anah,784,0.0070651,1500
Anah,785,0.0069611,1500
Anah,786,0.00685875,1500
Anah,787,0.00678655,1500
Anah,788,0.00670434,1500
Anah,789,0.00658832,1500
Anah,790,0.00640689,1500
Anah,791,0.00623812,1500
Anah,792,0.00610611,1500
Anah,793,0.00607413,1500
Anah,794,0.00608818,1500
Anah,795,0.00615762,1500
Anah,796,0.00625371,1500
Anah,797,0.0063192,1500
Anah,798,0.00634617,1500
Anah,799,0.00631903,1500
Anah,800,0.00628051,1500
Anah,801,0.00623928,1500
Anah,802,0.0062279,1500
Anah,803,0.00619244,1500
Anah,804,0.00611195,1500
Anah,805,0.00603341,1500
Anah,806,0.00606257,1500
Anah,807,0.0061304,1500
Anah,808,0.00616882,1500
Anah,809,0.00603587,1500
Anah,810,0.00585597,1500
Anah,811,0.00565965,1500
Anah,812,0.00554276,1500
Anah,813,0.00545762,1500
Anah,814,0.00545431,1500
Anah,815,0.0054602,1500
Anah,816,0.00547633,1500
Anah,817,0.00549551,1500
Anah,818,0.00555659,1500
Anah,819,0.005645,1500
Anah,820,0.00572194,1500
Anah,821,0.00576265,1500
Anah,822,0.00579401,1500
Anah,823,0.00581786,1500
Anah,824,0.00583824,1500
Anah,825,0.00584399,1500
Anah,826,0.00579332,1500
Anah,827,0.00571307,1500
Anah,828,0.00559621,1500
Anah,829,0.00553748,1500
Anah,830,0.00546089,1500
Anah,831,0.00552114,1500
Anah,832,0.00557822,1500
Anah,833,0.00564764,1500
Anah,834,0.0056628,1500
Anah,835,0.00565403,1500
Anah,836,0.00559074,1500
Anah,837,0.00553709,1500
Anah,838,0.00550146,1500
Anah,839,0.00548429,1500
Anah,840,0.00548893,1500
Anah,841,0.00548143,1500
Anah,842,0.005456,1500
Anah,843,0.00547359,1500
Anah,844,0.00553497,1500
Anah,845,0.00564576,1500
Anah,846,0.00572184,1500
Anah,847,0.00571117,1500
Anah,848,0.00564534,1500
Anah,849,0.00555626,1500
Anah,850,0.00547541,1500
Anah,851,0.00541915,1500
Anah,852,0.00540256,1500
Anah,853,0.00543712,1500
Anah,854,0.0054608,1500
Anah,855,0.00553631,1500
Anah,856,0.00556447,1500
Anah,857,0.00555243,1500
Anah,858,0.00546418,1500
Anah,859,0.00535276,1500
Anah,860,0.00520946,1500
Anah,861,0.00507408,1500
Anah,862,0.00504016,1500
Anah,863,0.00507241,1500
Anah,864,0.00517485,1500
Anah,865,0.00530131,1500
Anah,866,0.00549787,1500
Anah,867,0.00573084,1500
Anah,868,0.00590412,1500
Anah,869,0.00600434,1500
Anah,870,0.00605243,1500
Anah,871,0.00610513,1500
Anah,872,0.006144,1500
Anah,873,0.00621173,1500
Anah,874,0.00626281,1500
Anah,875,0.00633961,1500
Anah,876,0.00638426,1500
Anah,877,0.00643884,1500
Anah,878,0.00651978,1500
Anah,879,0.00663858,1500
Anah,880,0.00667304,1500
Anah,881,0.00671982,1500
Anah,882,0.00677508,1500
Anah,883,0.0068625,1500
Anah,884,0.00694581,1500
Anah,885,0.00706169,1500
Anah,886,0.00713657,1500
Anah,887,0.00716465,1500
Anah,888,0.00719107,1500
Anah,889,0.0072789,1500
Anah,890,0.00735952,1500
Anah,891,0.0074209,1500
Anah,892,0.00746264,1500
Anah,893,0.00752473,1500
Anah,894,0.00761562,1500
Anah,895,0.00768472,1500
Anah,896,0.00771501,1500
Anah,897,0.00769464,1500
Anah,898,0.00766302,1500
Anah,899,0.00766816,1500
Anah,900,0.00770268,1500
Anah,901,0.00773922,1500
Anah,902,0.00778182,1500
Anah,903,0.00787244,1500
Anah,904,0.00797549,1500
Anah,905,0.00806855,1500
Anah,906,0.0081486,1500
Anah,907,0.00822822,1500
Anah,908,0.00829401,1500
Anah,909,0.00826071,1500
Anah,910,0.00820336,1500
Anah,911,0.00815887,1500
Anah,912,0.00809344,1500
Anah,913,0.00801835,1500
Anah,914,0.00797224,1500
Anah,915,0.00802203,1500
Anah,916,0.0081175,1500
Anah,917,0.00822601,1500
Anah,918,0.00826435,1500
Anah,919,0.00828019,1500
Anah,920,0.00834057,1500
Anah,921,0.00840614,1500
Anah,922,0.00840882,1500
Anah,923,0.00832862,1500
Anah,924,0.00816827,1500
Anah,925,0.00805073,1500
Anah,926,0.00798596,1500
Anah,927,0.00803552,1500
