Mean,SD,SE,LowerCI,UpperCI,WaveNumber,Significant,times_selected
0.00405403079664912,0.286663266744969,0.00405403079664912,-0.00389364785185782,0.0120017094451561,183,No,1
0,0,0,0,0,184,No,0
0,0,0,0,0,185,No,0
0,0,0,0,0,186,No,0
0,0,0,0,0,187,No,0
0,0,0,0,0,188,No,0
0,0,0,0,0,189,No,0
0.0128107833100714,0.905859175086291,0.0128107833100714,-0.012303971384999,0.0379255380051417,190,No,1
0,0,0,0,0,191,No,0
-0.00198935389240823,0.213703157630526,0.00302221903843045,-0.0079142288940235,0.00393552110920705,192,No,2
-0.000516712952795929,0.0357185670722472,0.00050513681982105,-0.00150700269622481,0.000473576790632956,193,No,2
-2.38360798094835e-06,0.000168546536701895,2.38360798094835e-06,-7.05652518529033e-06,2.28930922339364e-06,194,No,1
-0.016140071106942,1.14127537285518,0.016140071106942,-0.0477816902648562,0.0155015480509722,195,No,1
0,0,0,0,0,196,No,0
0,0,0,0,0,197,No,0
0,0,0,0,0,198,No,0
0,0,0,0,0,199,No,0
0,0,0,0,0,200,No,0
0,0,0,0,0,201,No,0
0,0,0,0,0,202,No,0
0,0,0,0,0,203,No,0
0.00983208111513994,0.523939499500403,0.00740962346056441,-0.00469403107416043,0.0243581933044403,204,No,2
0.114906645101877,4.95883220399102,0.0701284775641657,-0.022575932546449,0.252389222750203,205,No,3
0.181887510677764,7.4742687835522,0.105702122825214,-0.025335015942948,0.389110037298477,206,No,7
0.0321321746972569,2.27208786227012,0.0321321746972569,-0.0308609823805251,0.095125331775039,207,No,1
0.0336755895007196,2.38004460338971,0.0336589135716662,-0.032310645469815,0.0996618244712542,208,No,3
0.365105965129709,8.19373222653826,0.115876872412239,0.13793646619849,0.592275464060929,209,Yes,15
0.0631629457195516,3.76517491801099,0.0532476143375815,-0.0412257352703715,0.167551626709475,210,No,4
0.0216355891005881,1.35279592035831,0.0191314233769371,-0.0158703926532032,0.0591415708543794,211,No,2
0,0,0,0,0,212,No,0
0,0,0,0,0,213,No,0
0,0,0,0,0,214,No,0
0,0,0,0,0,215,No,0
0,0,0,0,0,216,No,0
0,0,0,0,0,217,No,0
0,0,0,0,0,218,No,0
0,0,0,0,0,219,No,0
0.405630545961801,11.2375882353752,0.158923496908319,0.094070780760139,0.717190311163464,220,Yes,11
0.252020971077756,7.05930879530244,0.0998337023929638,0.0563031226672848,0.447738819488227,221,Yes,10
0,0,0,0,0,222,No,0
0,0,0,0,0,223,No,0
0,0,0,0,0,224,No,0
0,0,0,0,0,225,No,0
0,0,0,0,0,226,No,0
0,0,0,0,0,227,No,0
0.0011167312694997,0.0789648253426294,0.00111673126949969,-0.00107255186916288,0.00330601440816228,228,No,2
0,0,0,0,0,229,No,0
0.03640443644416,1.92567176715109,0.0272331112978404,-0.0169844074129609,0.0897932803012808,230,No,3
0.0449189457719705,2.77550771746114,0.0392516065650474,-0.0320314206817016,0.121869312225643,231,No,3
0.0741264019649618,3.79762488157173,0.0537065261232426,-0.0311619474249797,0.179414751354903,232,No,2
0.0501119440452863,3.20372594181765,0.0453075267704503,-0.0387106824201561,0.138934570510729,233,No,3
0.262542152915535,8.81252902538109,0.124627980665005,0.0182166431644742,0.506867662666596,234,Yes,8
0.634843271227805,13.3322699677724,0.188546770056432,0.265208896505971,1.00447764594964,235,Yes,18
3.05912559181415,38.9096570551387,0.550265647146632,1.98036355121768,4.13788763241062,236,Yes,70
3.78578888187213,40.12004816935,0.567383162441567,2.67346900275665,4.89810876098761,237,Yes,139
0.117719149668039,4.12009426448059,0.0582669318708405,0.00349040460604917,0.231947894730029,238,Yes,9
0.0176471341047842,0.899088785171441,0.01271503553767,-0.00727991295693883,0.0425741811665072,239,No,2
0,0,0,0,0,240,No,0
0.0214227006511087,1.33299218683896,0.0188513562916503,-0.0155342267650284,0.0583796280672459,241,No,2
0.0698266898512521,3.71290859049397,0.0525084568452815,-0.0331129182247966,0.172766297927301,242,No,2
0.850720996217745,15.6679002576969,0.221577570383439,0.416331764004688,1.2851102284308,243,Yes,26
1.63311063562094,26.0427784208372,0.368300504446254,0.911080093119574,2.35514117812231,244,Yes,44
1.55260725823359,24.9762192678151,0.353217080253483,0.860146843443721,2.24506767302347,245,Yes,37
0.67268197409121,14.9235059262084,0.211050244789992,0.258930917817533,1.08643303036489,246,Yes,15
0.134639860577203,7.29918226319074,0.103226025508375,-0.0677284291706834,0.337008150325089,247,No,5
0.0124216543689231,0.75051942367295,0.0106139474778273,-0.00838633846024506,0.0332296471980913,248,No,2
0.0417505796638456,1.7725528033035,0.0250676821445426,-0.00739307319454272,0.0908942325222339,249,No,5
0,0,0,0,0,250,No,0
0,0,0,0,0,251,No,0
0,0,0,0,0,252,No,0
0,0,0,0,0,253,No,0
0,0,0,0,0,254,No,0
0.0234758178604933,1.65999100030551,0.0234758178604933,-0.0225470827352047,0.0694987184561913,255,No,1
0.121636032610592,6.08591427019277,0.0860678250034657,-0.0470946577603032,0.290366722981487,256,No,9
0.0665733089856445,2.53900082958846,0.0359068940808055,-0.00381995385194839,0.136966571823237,257,No,13
0,0,0,0,0,258,No,0
-0.0105590139966605,0.746644457464353,0.0105591471801679,-0.0312595742044487,0.0101415462111277,259,No,2
0.0274568440303476,1.94149206038401,0.0274568440303476,-0.0263706141221035,0.0812843021827987,260,No,8
0.0372182392009154,1.86199569882322,0.0263325957035616,-0.01440519908326,0.0888416774850907,261,No,46
0,0,0,0,0,262,No,0
0,0,0,0,0,263,No,0
0.0114094683673551,0.806771245229019,0.0114094683673551,-0.01095809435787,0.0337770310925802,264,No,1
0.0820115164448051,3.76344233242197,0.0532231118772018,-0.0223291289748514,0.186352161864462,265,No,5
0.0136529772337286,0.965411278535507,0.0136529772337286,-0.0131128469772629,0.0404188014447202,266,No,1
0,0,0,0,0,267,No,0
0,0,0,0,0,268,No,0
0,0,0,0,0,269,No,0
0,0,0,0,0,270,No,0
0,0,0,0,0,271,No,0
0,0,0,0,0,272,No,0
0,0,0,0,0,273,No,0
0,0,0,0,0,274,No,0
0,0,0,0,0,275,No,0
0,0,0,0,0,276,No,0
0.00411217151926032,0.290774436667116,0.00411217151926032,-0.00394948844879844,0.0121738314873191,277,No,1
0.0452574005315536,2.2225749291307,0.0314319560816705,-0.0163630209111211,0.106877821974228,278,No,3
0.142100432920998,4.83475872465153,0.0683738135920385,0.00805776633553479,0.276143099506461,279,Yes,8
0.493034660483981,10.838315974899,0.153276934449871,0.192544634546648,0.793524686421313,280,Yes,26
0.0814006679606221,3.97732404903508,0.0562478561209808,-0.0288698029708056,0.19167113889205,281,No,7
4.83907158927241e-05,0.00342174033542169,4.83907158927241e-05,-4.64763136829902e-05,0.000143257745468438,282,No,1
0,0,0,0,0,283,No,0
2.1511714279169e-16,3.33797819133667e-15,4.72061402909393e-17,1.22572401005607e-16,3.07661884577773e-16,284,Yes,24
0.00883903720254039,0.581756066478449,0.00822727319206646,-0.00729002711982902,0.0249681015249098,285,No,5
0,0,0,0,0,286,No,0
0,0,0,0,0,287,No,0
0,0,0,0,0,288,No,0
0,0,0,0,0,289,No,0
0,0,0,0,0,290,No,0
0,0,0,0,0,291,No,0
0,0,0,0,0,292,No,0
0,0,0,0,0,293,No,0
0,0,0,0,0,294,No,0
0.0176460631037128,0.883382541777014,0.0124929157134467,-0.0068455316704132,0.0421376578778387,295,No,3
0.0166920247431874,0.835230900706804,0.0118119486749266,-0.00646457593152105,0.0398486254178959,296,No,2
0.0850041190350318,2.77500669141074,0.0392445209866917,0.00806764342300227,0.161940594647061,297,Yes,9
0.458549323960297,9.20542882782408,0.130184422957691,0.203330750000711,0.713767897919884,298,Yes,26
0.630156334782044,12.4597177447197,0.176207018179234,0.284713286530485,0.975599383033604,299,Yes,32
0.0819276968116958,3.03532322486887,0.042925952707956,-0.00222599982174598,0.166081393445138,300,No,7
0.152260618768989,6.26608986774954,0.0886158927402003,-0.021465402067312,0.32598663960529,301,No,4
0.272169134216017,9.11213821651663,0.12886509448016,0.0195370227914227,0.524801245640611,302,Yes,7
0.249939117583581,8.07744599022817,0.114232336687169,0.0259936300436048,0.473884605123557,303,Yes,12
0.120996734743057,4.04499301850629,0.0572048398647608,0.00885015589609643,0.233143313590018,304,Yes,10
0.196040732801408,7.04521218802543,0.0996343462610179,0.000713709856451944,0.391367755746363,305,Yes,11
0.583842956945845,11.62508632582,0.164403547457326,0.261539888862251,0.906146025029439,306,Yes,23
0.0125443727069467,0.601844686576316,0.0085113691819841,-0.00414164437341882,0.0292303897873122,307,No,3
0,0,0,0,0,308,No,0
0,0,0,0,0,309,No,0
0.0127117401448601,0.707611806620323,0.0100071421381779,-0.00690664804545891,0.032330128335179,310,No,2
0,0,0,0,0,311,No,0
0.00596179188569417,0.421562347039728,0.00596179188569417,-0.00572593533037376,0.0176495191017621,312,No,1
0,0,0,0,0,313,No,0
0,0,0,0,0,314,No,0
0.0262846079067099,1.85860244916641,0.0262846079067099,-0.0252447532459493,0.0778139690593692,315,No,1
0.0193577803807316,1.13677379414326,0.0160764091702771,-0.0121590334562235,0.0508745942176866,316,No,2
0.0404574887710969,1.90063420789879,0.0268790267392071,-0.0122371940330932,0.093152171575287,317,No,4
0.0314200471237439,1.20515958944392,0.0170435303621559,-0.00199274847377563,0.0648328427212633,318,No,5
0.589416848722709,11.2726348270705,0.159419130561223,0.276885424153308,0.901948273292111,319,Yes,28
0.110740066922248,3.00949062116118,0.0425606245228077,0.0273025737816859,0.194177560062811,320,Yes,13
0.0959586541327451,4.40324376261944,0.0622712704753115,-0.0261203510837683,0.218037659349259,321,No,5
0.00942064217626388,0.666139996596819,0.00942064217626388,-0.00904794882245336,0.0278892331749811,322,No,1
0.0091410034649441,0.64636655369117,0.0091410034649441,-0.00877937299699921,0.0270613799268874,323,No,1
0.000687714884418192,0.0486287858294998,0.000687714884418152,-0.000660507952879516,0.0020359377217159,324,No,6
0.00140636845978691,0.0994452674762191,0.00140636845978689,-0.00135073062022515,0.00416346753979898,325,No,4
0,0,0,0,0,326,No,0
0.00375176053539522,0.265289531596603,0.00375176053539522,-0.0036033358112131,0.0111068568820035,327,No,1
0,0,0,0,0,328,No,0
0,0,0,0,0,329,No,0
0,0,0,0,0,330,No,0
0.00214707723561837,0.151821287303698,0.00214707723561832,-0.00206213595445497,0.00635629042569171,331,No,6
0,0,0,0,0,332,No,0
0.00673562996650567,0.476280962487948,0.00673562996650567,-0.00646915932944351,0.0199404192624548,333,No,1
0.0575834688817478,3.07001405683358,0.043416555158501,-0.0275320237558892,0.142698961519385,334,No,2
0.0420982022120701,2.50765193274897,0.035463553730047,-0.0274259190682714,0.111622323492412,335,No,14
0.00170244069069823,0.120380735696061,0.0017024406906982,-0.00163508983299566,0.00503997121439213,336,No,5
1.87512509119639e-17,1.32591366755801e-15,1.87512509119639e-17,-1.80094260490973e-17,5.55119278730251e-17,337,No,1
0.0578140063021256,2.89242413526228,0.0409050544022318,-0.0223778431918017,0.138005855796053,338,No,2
0.365875705557525,17.153231586855,0.242583327486569,-0.109694024682895,0.841445435797944,339,No,6
0.0189422339070474,1.3394182046495,0.0189422339070474,-0.0181928534984307,0.0560773213125256,340,No,1
0,0,0,0,0,341,No,0
0,0,0,0,0,342,No,0
0,0,0,0,0,343,No,0
0,0,0,0,0,344,No,0
0,0,0,0,0,345,No,0
0,0,0,0,0,346,No,0
0,0,0,0,0,347,No,0
0,0,0,0,0,348,No,0
0,0,0,0,0,349,No,0
1.50208036059026e-17,1.06213120886051e-15,1.50208036059026e-17,-1.44265602870217e-17,4.4468167498827e-17,350,No,1
0,0,0,0,0,351,No,0
0,0,0,0,0,352,No,0
0,0,0,0,0,353,No,0
-0.0358309525277694,2.5336309508759,0.0358309525277694,-0.106075336609903,0.0344134315543641,354,No,1
-0.0360782721040157,2.5511190858243,0.0360782721040157,-0.106807511041499,0.0346509668334671,355,No,1
0,0,0,0,0,356,No,0
0,0,0,0,0,357,No,0
0,0,0,0,0,358,No,0
0,0,0,0,0,359,No,0
0,0,0,0,0,360,No,0
0,0,0,0,0,361,No,0
0,0,0,0,0,362,No,0
0,0,0,0,0,363,No,0
0,0,0,0,0,364,No,0
0,0,0,0,0,365,No,0
0,0,0,0,0,366,No,0
0,0,0,0,0,367,No,0
0,0,0,0,0,368,No,0
0,0,0,0,0,369,No,0
0,0,0,0,0,370,No,0
0,0,0,0,0,371,No,0
-0.000595059326775342,0.0297499902981156,0.000420728397600631,-0.0014198715371796,0.000229752883628911,372,No,2
-0.155347757420459,5.63606718386065,0.0797060264986166,-0.311606532140174,0.000911017299256939,373,No,6
0,0,0,0,0,374,No,0
0,0,0,0,0,375,No,0
0,0,0,0,0,376,No,0
0,0,0,0,0,377,No,0
0,0,0,0,0,378,No,0
0,0,0,0,0,379,No,0
0,0,0,0,0,380,No,0
0,0,0,0,0,381,No,0
-0.169556896032877,6.98998144181781,0.0988532655575499,-0.363352658180593,0.024238866114838,382,No,3
-0.068332393240799,3.06276161721033,0.043313990173746,-0.153246813518528,0.0165820270369302,383,No,4
0,0,0,0,0,384,No,0
-0.00220120524649816,0.155648715658226,0.00220120524649816,-0.00651653308096727,0.00211412258797094,385,No,1
-0.247804379068762,9.3498939172138,0.132227467844735,-0.507028217181773,0.0114194590442501,386,No,7
-0.343668092975628,8.49764080566361,0.120174788755445,-0.579263393206187,-0.108072792745068,387,Yes,13
-0.0998111693608911,4.2169863980906,0.0596371935652259,-0.216726228404594,0.0171038896828118,388,No,4
-0.0557018600002353,3.93871629308701,0.0557018600002353,-0.164901939035626,0.0534982190351556,389,No,1
-0.0562273769385705,2.23654779847027,0.0316295622949235,-0.118235193238527,0.00578043936138558,390,No,4
-0.0111835088553979,0.760509748158717,0.01075523200163,-0.0322684813252042,0.00990146361440847,391,No,4
-0.0893669313862672,3.42737956551494,0.0484704666495164,-0.184390307427698,0.00565644465516316,392,No,7
-0.11417148997406,4.37549937717178,0.0618789056135136,-0.235481287951913,0.00713830800379284,393,No,6
-0.427636487596403,14.032809912757,0.198453900968246,-0.816693184635291,-0.0385797905575138,394,Yes,11
-0.0592620942275868,2.69671758826163,0.0381373458720966,-0.134028020956342,0.0155038325011687,395,No,4
-0.068229922592845,3.72661528964521,0.0527022988436319,-0.171549546013806,0.0350897008281159,396,No,6
-0.000610871802072951,0.043195159368143,0.000610871802072951,-0.00180844849101253,0.000586704886866631,397,No,1
-0.277184250636143,7.68312022979511,0.108655728303193,-0.490197139582877,-0.0641713616894084,398,Yes,10
0,0,0,0,0,399,No,0
0,0,0,0,0,400,No,0
0,0,0,0,0,401,No,0
0,0,0,0,0,402,No,0
0,0,0,0,0,403,No,0
-0.0217109239785492,1.53519415710578,0.0217109239785492,-0.0642738584008274,0.020852010443729,404,No,1
-0.24488523415493,9.22214899520039,0.130420881832378,-0.5005673712308,0.0107969029209391,405,No,5
-0.360120826358212,14.3841276211998,0.203422283648062,-0.758917732814014,0.0386760800975905,406,No,6
-0.135900119987466,6.87029791298944,0.0971606848609323,-0.326377681524939,0.0545774415500071,407,No,2
-0.424357445478353,18.8180961746227,0.266128068281927,-0.94608519549962,0.0973703045429135,408,No,4
