id,Intensity,MedianWaveNumber,scoville_median
Anah,324,0.0110866,1500
Anah,325,0.0112545,1500
Anah,326,0.0113413,1500
Anah,327,0.011374,1500
Anah,328,0.0113729,1500
Anah,329,0.0113206,1500
Anah,330,0.0111834,1500
Anah,331,0.0109825,1500
Anah,332,0.0107937,1500
Anah,333,0.0106093,1500
Anah,334,0.0104553,1500
Anah,335,0.010363,1500
Anah,336,0.0103563,1500
Anah,337,0.0105216,1500
Anah,338,0.01078,1500
Anah,339,0.0110868,1500
Anah,340,0.0112744,1500
Anah,341,0.01134,1500
Anah,342,0.0113624,1500
Anah,343,0.0114201,1500
Anah,344,0.0114849,1500
Anah,345,0.0114456,1500
Anah,346,0.0113477,1500
Anah,347,0.0113101,1500
Anah,348,0.0112861,1500
Anah,349,0.0111968,1500
Anah,350,0.0111254,1500
Anah,351,0.0110425,1500
Anah,352,0.0110532,1500
Anah,353,0.0110988,1500
Anah,354,0.011202,1500
Anah,355,0.0112932,1500
Anah,356,0.0113,1500
Anah,357,0.0112158,1500
Anah,358,0.0111137,1500
Anah,359,0.0110439,1500
Anah,360,0.0109531,1500
Anah,361,0.0109468,1500
Anah,362,0.0109673,1500
Anah,363,0.0110157,1500
Anah,364,0.0110535,1500
Anah,365,0.0110764,1500
Anah,366,0.0110642,1500
Anah,367,0.0110178,1500
Anah,368,0.0108115,1500
Anah,369,0.0104358,1500
Anah,370,0.0101404,1500
Anah,371,0.0100961,1500
Anah,372,0.0102804,1500
Anah,373,0.010432,1500
Anah,374,0.0105374,1500
Anah,375,0.0105621,1500
Anah,376,0.0105411,1500
Anah,377,0.0103824,1500
Anah,378,0.0101181,1500
Anah,379,0.00986552,1500
Anah,380,0.00968428,1500
Anah,381,0.00958599,1500
Anah,382,0.00948942,1500
Anah,383,0.00937527,1500
Anah,384,0.00917945,1500
Anah,385,0.00895926,1500
Anah,386,0.00874539,1500
Anah,387,0.00861819,1500
Anah,388,0.00854785,1500
Anah,389,0.0084354,1500
Anah,390,0.00841072,1500
Anah,391,0.00850486,1500
Anah,392,0.00860717,1500
Anah,393,0.00866112,1500
Anah,394,0.00867798,1500
Anah,395,0.00871161,1500
Anah,396,0.00878324,1500
Anah,397,0.00890173,1500
Anah,398,0.00896281,1500
Anah,399,0.00901441,1500
Anah,400,0.00898855,1500
Anah,401,0.00896692,1500
Anah,402,0.00902677,1500
Anah,403,0.00910082,1500
Anah,404,0.00919201,1500
Anah,405,0.0092121,1500
Anah,406,0.0092565,1500
Anah,407,0.00937167,1500
Anah,408,0.00954996,1500
Anah,409,0.00971678,1500
Anah,410,0.00968381,1500
Anah,411,0.00952865,1500
Anah,412,0.00927813,1500
Anah,413,0.00910184,1500
Anah,414,0.00897045,1500
Anah,415,0.00892583,1500
Anah,416,0.0088985,1500
Anah,417,0.00897401,1500
Anah,418,0.00910914,1500
Anah,419,0.00926871,1500
Anah,420,0.0094249,1500
Anah,421,0.00954252,1500
Anah,422,0.00964434,1500
Anah,423,0.00968306,1500
Anah,424,0.00975144,1500
Anah,425,0.00979676,1500
Anah,426,0.00985865,1500
Anah,427,0.00989251,1500
Anah,428,0.00986304,1500
Anah,429,0.00978211,1500
Anah,430,0.00969925,1500
Anah,431,0.00976118,1500
Anah,432,0.00984865,1500
Anah,433,0.00989728,1500
Anah,434,0.00985979,1500
Anah,435,0.00972712,1500
Anah,436,0.00957849,1500
Anah,437,0.00957091,1500
Anah,438,0.00957586,1500
Anah,439,0.00955215,1500
Anah,440,0.00957403,1500
Anah,441,0.00962906,1500
Anah,442,0.00977647,1500
Anah,443,0.00985064,1500
Anah,444,0.00990086,1500
Anah,445,0.00983853,1500
Anah,446,0.00974446,1500
Anah,447,0.00970208,1500
Anah,448,0.00978198,1500
Anah,449,0.00996574,1500
Anah,450,0.0100798,1500
Anah,451,0.0100741,1500
Anah,452,0.00996523,1500
Anah,453,0.00987468,1500
Anah,454,0.00984727,1500
Anah,455,0.00995394,1500
Anah,456,0.0101694,1500
Anah,457,0.0104462,1500
Anah,458,0.0107104,1500
Anah,459,0.0109568,1500
Anah,460,0.0111412,1500
Anah,461,0.0111377,1500
Anah,462,0.0109363,1500
Anah,463,0.0106438,1500
Anah,464,0.0104987,1500
Anah,465,0.0104784,1500
Anah,466,0.0105367,1500
Anah,467,0.010618,1500
Anah,468,0.0107718,1500
Anah,469,0.0109362,1500
Anah,470,0.0110009,1500
Anah,471,0.0109427,1500
Anah,472,0.010826,1500
Anah,473,0.0107675,1500
Anah,474,0.0107986,1500
Anah,475,0.0109021,1500
Anah,476,0.01098,1500
Anah,477,0.0109442,1500
Anah,478,0.0107777,1500
Anah,479,0.0106591,1500
Anah,480,0.010621,1500
Anah,481,0.0106321,1500
Anah,482,0.0105722,1500
Anah,483,0.0105877,1500
Anah,484,0.0106709,1500
Anah,485,0.0107781,1500
Anah,486,0.0108226,1500
Anah,487,0.0107915,1500
Anah,488,0.0107013,1500
Anah,489,0.0106302,1500
Anah,490,0.0106792,1500
Anah,491,0.0108156,1500
Anah,492,0.0110542,1500
Anah,493,0.0112057,1500
Anah,494,0.0114237,1500
Anah,495,0.0115552,1500
Anah,496,0.011682,1500
Anah,497,0.0116849,1500
Anah,498,0.0116226,1500
Anah,499,0.0115718,1500
Anah,500,0.0115581,1500
Anah,501,0.0116602,1500
Anah,502,0.0117501,1500
Anah,503,0.0117888,1500
Anah,504,0.0117374,1500
Anah,505,0.0116391,1500
Anah,506,0.0115587,1500
Anah,507,0.0115143,1500
Anah,508,0.011461,1500
Anah,509,0.0114098,1500
Anah,510,0.0113159,1500
Anah,511,0.0113708,1500
Anah,512,0.0115944,1500
Anah,513,0.0118362,1500
Anah,514,0.0119569,1500
Anah,515,0.0119623,1500
Anah,516,0.011971,1500
Anah,517,0.0120164,1500
Anah,518,0.0120686,1500
Anah,519,0.0120225,1500
Anah,520,0.0118928,1500
Anah,521,0.0116476,1500
Anah,522,0.0114406,1500
Anah,523,0.0113035,1500
Anah,524,0.0112729,1500
Anah,525,0.0112304,1500
Anah,526,0.0111928,1500
Anah,527,0.0111957,1500
Anah,528,0.0112227,1500
Anah,529,0.0112944,1500
Anah,530,0.0113724,1500
Anah,531,0.0114452,1500
Anah,532,0.0115208,1500
Anah,533,0.0115596,1500
Anah,534,0.0116796,1500
Anah,535,0.0117226,1500
Anah,536,0.0118358,1500
Anah,537,0.0119942,1500
Anah,538,0.0121481,1500
Anah,539,0.0122355,1500
Anah,540,0.0122081,1500
Anah,541,0.0121673,1500
Anah,542,0.012174,1500
Anah,543,0.012285,1500
Anah,544,0.012439,1500
Anah,545,0.0126544,1500
Anah,546,0.0127293,1500
Anah,547,0.0126498,1500
Anah,548,0.0124344,1500
Anah,549,0.0122139,1500
Anah,550,0.0119579,1500
Anah,551,0.0117349,1500
Anah,552,0.011616,1500
Anah,553,0.0116182,1500
Anah,554,0.0117618,1500
Anah,555,0.01196,1500
Anah,556,0.0121631,1500
Anah,557,0.012321,1500
Anah,558,0.0124366,1500
Anah,559,0.0124884,1500
Anah,560,0.0123862,1500
Anah,561,0.0123692,1500
Anah,562,0.0125715,1500
Anah,563,0.0129133,1500
Anah,564,0.013252,1500
Anah,565,0.0134406,1500
Anah,566,0.0135361,1500
Anah,567,0.0135497,1500
Anah,568,0.0135716,1500
Anah,569,0.01355,1500
Anah,570,0.0135192,1500
Anah,571,0.0135369,1500
Anah,572,0.0135865,1500
Anah,573,0.0136588,1500
Anah,574,0.0136477,1500
Anah,575,0.013659,1500
Anah,576,0.0137495,1500
Anah,577,0.0139876,1500
Anah,578,0.0143221,1500
Anah,579,0.0145742,1500
Anah,580,0.0146828,1500
Anah,581,0.0145762,1500
Anah,582,0.014379,1500
Anah,583,0.0140973,1500
Anah,584,0.0138725,1500
Anah,585,0.0136814,1500
Anah,586,0.0135349,1500
Anah,587,0.0134107,1500
Anah,588,0.0133212,1500
Anah,589,0.0132518,1500
Anah,590,0.0132044,1500
Anah,591,0.0132105,1500
Anah,592,0.0133666,1500
Anah,593,0.0135256,1500
Anah,594,0.0136776,1500
Anah,595,0.0137537,1500
Anah,596,0.0137828,1500
Anah,597,0.0137444,1500
Anah,598,0.0136288,1500
Anah,599,0.0135076,1500
Anah,600,0.0133663,1500
Anah,601,0.013297,1500
Anah,602,0.0132803,1500
Anah,603,0.0133003,1500
Anah,604,0.0133432,1500
Anah,605,0.0134205,1500
Anah,606,0.0135234,1500
Anah,607,0.013535,1500
Anah,608,0.0134784,1500
Anah,609,0.0133808,1500
Anah,610,0.0133594,1500
Anah,611,0.0133264,1500
Anah,612,0.0133675,1500
Anah,613,0.0134366,1500
Anah,614,0.0135818,1500
Anah,615,0.0137366,1500
Anah,616,0.0139522,1500
Anah,617,0.0141502,1500
Anah,618,0.0143257,1500
Anah,619,0.0143958,1500
Anah,620,0.0144609,1500
Anah,621,0.0144522,1500
Anah,622,0.0144368,1500
Anah,623,0.0143707,1500
Anah,624,0.0143655,1500
Anah,625,0.0143415,1500
Anah,626,0.0143747,1500
Anah,627,0.0143671,1500
Anah,628,0.0143392,1500
Anah,629,0.0142534,1500
Anah,630,0.014159,1500
Anah,631,0.014066,1500
Anah,632,0.0140249,1500
Anah,633,0.0141328,1500
Anah,634,0.0143496,1500
Anah,635,0.0145212,1500
Anah,636,0.0145295,1500
Anah,637,0.0144945,1500
Anah,638,0.0145151,1500
Anah,639,0.014662,1500
Anah,640,0.0148572,1500
Anah,641,0.0151154,1500
Anah,642,0.0153515,1500
Anah,643,0.0155829,1500
Anah,644,0.0157941,1500
Anah,645,0.0159607,1500
Anah,646,0.0160796,1500
Anah,647,0.0161482,1500
Anah,648,0.0161571,1500
Anah,649,0.0161477,1500
Anah,650,0.0161652,1500
Anah,651,0.0162456,1500
Anah,652,0.0162404,1500
Anah,653,0.0160705,1500
Anah,654,0.0158425,1500
Anah,655,0.0156918,1500
Anah,656,0.0157133,1500
Anah,657,0.0157991,1500
Anah,658,0.0159369,1500
Anah,659,0.0161216,1500
Anah,660,0.0163363,1500
Anah,661,0.0166045,1500
Anah,662,0.0168405,1500
Anah,663,0.0171287,1500
Anah,664,0.0173885,1500
Anah,665,0.0176112,1500
Anah,666,0.0177345,1500
Anah,667,0.0177715,1500
Anah,668,0.0177607,1500
Anah,669,0.0177047,1500
Anah,670,0.0176797,1500
Anah,671,0.0177506,1500
Anah,672,0.0179548,1500
Anah,673,0.0181676,1500
Anah,674,0.0183765,1500
Anah,675,0.0185021,1500
Anah,676,0.0186055,1500
Anah,677,0.0186593,1500
Anah,678,0.0186833,1500
Anah,679,0.0187049,1500
Anah,680,0.0186954,1500
Anah,681,0.0186238,1500
Anah,682,0.0184844,1500
Anah,683,0.0183147,1500
Anah,684,0.0182847,1500
Anah,685,0.0183999,1500
Anah,686,0.0185954,1500
Anah,687,0.0187373,1500
Anah,688,0.0188288,1500
Anah,689,0.0189694,1500
Anah,690,0.0192129,1500
Anah,691,0.0194762,1500
Anah,692,0.0196711,1500
Anah,693,0.0197418,1500
Anah,694,0.0197948,1500
Anah,695,0.0198389,1500
Anah,696,0.0199166,1500
Anah,697,0.0199856,1500
Anah,698,0.0200851,1500
Anah,699,0.0201317,1500
Anah,700,0.0201508,1500
Anah,701,0.0201917,1500
Anah,702,0.0203336,1500
Anah,703,0.0204981,1500
Anah,704,0.0205839,1500
Anah,705,0.0205947,1500
Anah,706,0.0205835,1500
Anah,707,0.0205692,1500
Anah,708,0.0205564,1500
Anah,709,0.0205544,1500
Anah,710,0.0206138,1500
Anah,711,0.0207147,1500
Anah,712,0.0209173,1500
Anah,713,0.0211118,1500
Anah,714,0.0213051,1500
Anah,715,0.0214028,1500
Anah,716,0.0215356,1500
Anah,717,0.0216376,1500
Anah,718,0.0217735,1500
Anah,719,0.021883,1500
Anah,720,0.0220505,1500
Anah,721,0.0222694,1500
Anah,722,0.0225403,1500
Anah,723,0.022769,1500
Anah,724,0.0228075,1500
Anah,725,0.0227291,1500
Anah,726,0.0226739,1500
Anah,727,0.0227623,1500
Anah,728,0.022868,1500
Anah,729,0.0229961,1500
Anah,730,0.0230964,1500
Anah,731,0.0232113,1500
Anah,732,0.0232715,1500
Anah,733,0.023338,1500
Anah,734,0.0233981,1500
Anah,735,0.0234553,1500
Anah,736,0.0234984,1500
Anah,737,0.0235633,1500
Anah,738,0.023643,1500
Anah,739,0.0237986,1500
Anah,740,0.0239506,1500
Anah,741,0.0241309,1500
Anah,742,0.0242726,1500
Anah,743,0.0244802,1500
Anah,744,0.0247022,1500
Anah,745,0.0248601,1500
Anah,746,0.0249712,1500
Anah,747,0.0250099,1500
Anah,748,0.0250562,1500
Anah,749,0.0250295,1500
Anah,750,0.0249227,1500
Anah,751,0.0248246,1500
Anah,752,0.0247214,1500
Anah,753,0.0246685,1500
Anah,754,0.0245354,1500
Anah,755,0.0243702,1500
Anah,756,0.0242369,1500
Anah,757,0.0242605,1500
Anah,758,0.0244165,1500
Anah,759,0.0245068,1500
Anah,760,0.024513,1500
Anah,761,0.0245347,1500
Anah,762,0.0247069,1500
Anah,763,0.0249263,1500
Anah,764,0.0251466,1500
Anah,765,0.0253389,1500
Anah,766,0.0255966,1500
Anah,767,0.0258571,1500
Anah,768,0.0261801,1500
Anah,769,0.0265304,1500
Anah,770,0.0268908,1500
Anah,771,0.0271955,1500
Anah,772,0.0274114,1500
Anah,773,0.0275701,1500
Anah,774,0.0276961,1500
Anah,775,0.0277918,1500
Anah,776,0.0278353,1500
Anah,777,0.0278454,1500
Anah,778,0.0279084,1500
Anah,779,0.0280523,1500
Anah,780,0.0282125,1500
Anah,781,0.0282514,1500
Anah,782,0.0282192,1500
Anah,783,0.0282247,1500
Anah,784,0.0283751,1500
Anah,785,0.0286285,1500
Anah,786,0.0289651,1500
Anah,787,0.0293132,1500
Anah,788,0.0295816,1500
Anah,789,0.0298085,1500
Anah,790,0.0300168,1500
Anah,791,0.0303101,1500
Anah,792,0.0304788,1500
Anah,793,0.030548,1500
Anah,794,0.03056,1500
Anah,795,0.0306786,1500
Anah,796,0.0308817,1500
Anah,797,0.0310947,1500
Anah,798,0.0313205,1500
Anah,799,0.0315478,1500
Anah,800,0.0317644,1500
Anah,801,0.0319073,1500
Anah,802,0.0320514,1500
Anah,803,0.0321747,1500
Anah,804,0.032347,1500
Anah,805,0.0324518,1500
Anah,806,0.0325653,1500
Anah,807,0.0326682,1500
Anah,808,0.0328422,1500
Anah,809,0.0329821,1500
Anah,810,0.0330618,1500
Anah,811,0.0330632,1500
Anah,812,0.0330644,1500
Anah,813,0.0331214,1500
Anah,814,0.0331544,1500
Anah,815,0.0331803,1500
Anah,816,0.0331027,1500
Anah,817,0.0330289,1500
Anah,818,0.0330641,1500
Anah,819,0.0332887,1500
Anah,820,0.033601,1500
Anah,821,0.0337813,1500
Anah,822,0.0338438,1500
Anah,823,0.033853,1500
Anah,824,0.0339622,1500
Anah,825,0.0340836,1500
Anah,826,0.0342091,1500
Anah,827,0.0343042,1500
Anah,828,0.0343982,1500
Anah,829,0.0345382,1500
Anah,830,0.0346435,1500
Anah,831,0.0347598,1500
Anah,832,0.034843,1500
Anah,833,0.0349754,1500
Anah,834,0.0351845,1500
Anah,835,0.0354244,1500
Anah,836,0.0356724,1500
Anah,837,0.0357826,1500
Anah,838,0.0359196,1500
Anah,839,0.03605,1500
Anah,840,0.0362875,1500
Anah,841,0.0364783,1500
Anah,842,0.0366627,1500
Anah,843,0.0367795,1500
Anah,844,0.036933,1500
Anah,845,0.0371367,1500
Anah,846,0.0374281,1500
Anah,847,0.0377301,1500
Anah,848,0.0379016,1500
Anah,849,0.0379072,1500
Anah,850,0.0378987,1500
Anah,851,0.0379983,1500
Anah,852,0.0382065,1500
Anah,853,0.0383229,1500
Anah,854,0.0383557,1500
Anah,855,0.0384003,1500
Anah,856,0.0384502,1500
Anah,857,0.0385244,1500
Anah,858,0.0385012,1500
Anah,859,0.038496,1500
Anah,860,0.0384443,1500
Anah,861,0.038474,1500
Anah,862,0.0385532,1500
Anah,863,0.0388308,1500
Anah,864,0.0392615,1500
Anah,865,0.0398185,1500
Anah,866,0.0403271,1500
Anah,867,0.0407872,1500
Anah,868,0.0412244,1500
Anah,869,0.0416897,1500
Anah,870,0.0421251,1500
Anah,871,0.0424931,1500
Anah,872,0.0427794,1500
Anah,873,0.0429963,1500
Anah,874,0.0431357,1500
Anah,875,0.0432574,1500
Anah,876,0.0433524,1500
Anah,877,0.0434477,1500
Anah,878,0.0435291,1500
Anah,879,0.0436884,1500
Anah,880,0.0438754,1500
Anah,881,0.0441612,1500
Anah,882,0.0444285,1500
Anah,883,0.0447593,1500
Anah,884,0.0450379,1500
Anah,885,0.0452926,1500
Anah,886,0.0455598,1500
Anah,887,0.0458413,1500
Anah,888,0.0461509,1500
Anah,889,0.0463952,1500
Anah,890,0.0465442,1500
Anah,891,0.0466751,1500
Anah,892,0.0468234,1500
Anah,893,0.0470218,1500
Anah,894,0.0471811,1500
Anah,895,0.0473264,1500
Anah,896,0.0475138,1500
Anah,897,0.0478141,1500
Anah,898,0.0481219,1500
Anah,899,0.0484076,1500
Anah,900,0.0486217,1500
Anah,901,0.0488771,1500
Anah,902,0.0491432,1500
Anah,903,0.0494731,1500
Anah,904,0.0497692,1500
Anah,905,0.0501759,1500
Anah,906,0.0506494,1500
Anah,907,0.0512927,1500
Anah,908,0.0519173,1500
Anah,909,0.0524437,1500
Anah,910,0.0527624,1500
Anah,911,0.0529396,1500
Anah,912,0.0531087,1500
Anah,913,0.0533296,1500
Anah,914,0.0536325,1500
Anah,915,0.053989,1500
Anah,916,0.0544261,1500
Anah,917,0.0549112,1500
Anah,918,0.0553471,1500
Anah,919,0.0557024,1500
Anah,920,0.0559658,1500
Anah,921,0.0561809,1500
Anah,922,0.0563895,1500
Anah,923,0.056606,1500
Anah,924,0.0568628,1500
Anah,925,0.0570638,1500
Anah,926,0.057245,1500
Anah,927,0.0574033,1500
Anah,928,0.0576125,1500
Anah,929,0.0578473,1500
Anah,930,0.0581294,1500
Anah,931,0.0584578,1500
Anah,932,0.058884,1500
Anah,933,0.0593599,1500
