id,Intensity,MedianWaveNumber,scoville_median
Anah,0,0.014898,1500
Anah,1,0.0147851,1500
Anah,2,0.0148132,1500
Anah,3,0.0149191,1500
Anah,4,0.0149591,1500
Anah,5,0.0148541,1500
Anah,6,0.0146656,1500
Anah,7,0.0144474,1500
Anah,8,0.0143225,1500
Anah,9,0.0142312,1500
Anah,10,0.01416,1500
Anah,11,0.0140236,1500
Anah,12,0.0138967,1500
Anah,13,0.0137819,1500
Anah,14,0.0137098,1500
Anah,15,0.0136092,1500
Anah,16,0.0134567,1500
Anah,17,0.0132353,1500
Anah,18,0.0129935,1500
Anah,19,0.0128362,1500
Anah,20,0.0127663,1500
Anah,21,0.0127217,1500
Anah,22,0.0126054,1500
Anah,23,0.0124326,1500
Anah,24,0.0122085,1500
Anah,25,0.0120115,1500
Anah,26,0.0118999,1500
Anah,27,0.0118885,1500
Anah,28,0.0119201,1500
Anah,29,0.0118515,1500
Anah,30,0.0117023,1500
Anah,31,0.0115062,1500
Anah,32,0.011259,1500
Anah,33,0.0110118,1500
Anah,34,0.0107647,1500
Anah,35,0.0105746,1500
Anah,36,0.010374,1500
Anah,37,0.0102192,1500
Anah,38,0.0100382,1500
Anah,39,0.009902,1500
Anah,40,0.00979668,1500
Anah,41,0.00966193,1500
Anah,42,0.00954584,1500
Anah,43,0.0094326,1500
Anah,44,0.00933588,1500
Anah,45,0.00916263,1500
Anah,46,0.00893482,1500
Anah,47,0.0088168,1500
Anah,48,0.00886271,1500
Anah,49,0.00898169,1500
Anah,50,0.00906214,1500
Anah,51,0.0091027,1500
Anah,52,0.00923077,1500
Anah,53,0.00937353,1500
Anah,54,0.00954028,1500
Anah,55,0.00964668,1500
Anah,56,0.00970281,1500
Anah,57,0.00978222,1500
Anah,58,0.00981073,1500
Anah,59,0.00981646,1500
Anah,60,0.00971244,1500
Anah,61,0.00957089,1500
Anah,62,0.00946704,1500
Anah,63,0.0093369,1500
Anah,64,0.00931343,1500
Anah,65,0.00934714,1500
Anah,66,0.00940975,1500
Anah,67,0.009429,1500
Anah,68,0.00943377,1500
Anah,69,0.00940157,1500
Anah,70,0.00941497,1500
Anah,71,0.00949268,1500
Anah,72,0.00969768,1500
Anah,73,0.00991228,1500
Anah,74,0.010071,1500
Anah,75,0.0101226,1500
Anah,76,0.0101856,1500
Anah,77,0.0102942,1500
Anah,78,0.0104511,1500
Anah,79,0.0105163,1500
Anah,80,0.0104892,1500
Anah,81,0.0103783,1500
Anah,82,0.010198,1500
Anah,83,0.00994975,1500
Anah,84,0.00983105,1500
Anah,85,0.00982406,1500
Anah,86,0.00990828,1500
Anah,87,0.00998603,1500
Anah,88,0.0100632,1500
Anah,89,0.0101446,1500
Anah,90,0.0102383,1500
Anah,91,0.0103372,1500
Anah,92,0.010387,1500
Anah,93,0.0103461,1500
Anah,94,0.010258,1500
Anah,95,0.0101511,1500
Anah,96,0.0101449,1500
Anah,97,0.0102042,1500
Anah,98,0.0102669,1500
Anah,99,0.0101767,1500
Anah,100,0.0100159,1500
Anah,101,0.00982132,1500
Anah,102,0.00973922,1500
Anah,103,0.00962788,1500
Anah,104,0.00952236,1500
Anah,105,0.0093752,1500
Anah,106,0.00934142,1500
Anah,107,0.00942925,1500
Anah,108,0.00958081,1500
Anah,109,0.0096846,1500
Anah,110,0.00965937,1500
Anah,111,0.00953362,1500
Anah,112,0.00936704,1500
Anah,113,0.00929439,1500
Anah,114,0.00926266,1500
Anah,115,0.0092384,1500
Anah,116,0.00917082,1500
Anah,117,0.00907932,1500
Anah,118,0.00894601,1500
Anah,119,0.00877102,1500
Anah,120,0.00865036,1500
Anah,121,0.00859317,1500
Anah,122,0.00862827,1500
Anah,123,0.00871993,1500
Anah,124,0.00879746,1500
Anah,125,0.00881206,1500
Anah,126,0.00873313,1500
Anah,127,0.00865851,1500
Anah,128,0.00856718,1500
Anah,129,0.00855934,1500
Anah,130,0.00852502,1500
Anah,131,0.0084279,1500
Anah,132,0.00833322,1500
Anah,133,0.00820374,1500
Anah,134,0.00811754,1500
Anah,135,0.00803944,1500
Anah,136,0.00815935,1500
Anah,137,0.00832889,1500
Anah,138,0.00839505,1500
Anah,139,0.00832675,1500
Anah,140,0.00821852,1500
Anah,141,0.00812743,1500
Anah,142,0.0081337,1500
Anah,143,0.00804665,1500
Anah,144,0.00792235,1500
Anah,145,0.00775968,1500
Anah,146,0.007745,1500
Anah,147,0.00783475,1500
Anah,148,0.00799986,1500
Anah,149,0.00816379,1500
Anah,150,0.00828042,1500
Anah,151,0.00828273,1500
Anah,152,0.00826649,1500
Anah,153,0.00821541,1500
Anah,154,0.00811964,1500
Anah,155,0.00800957,1500
Anah,156,0.00795098,1500
Anah,157,0.00788559,1500
Anah,158,0.00783595,1500
Anah,159,0.00780348,1500
Anah,160,0.00780813,1500
Anah,161,0.00784415,1500
Anah,162,0.00792489,1500
Anah,163,0.00796614,1500
Anah,164,0.00802574,1500
Anah,165,0.00806486,1500
Anah,166,0.00812197,1500
Anah,167,0.0081431,1500
Anah,168,0.008118,1500
Anah,169,0.00796524,1500
Anah,170,0.00783473,1500
Anah,171,0.00778566,1500
Anah,172,0.00783927,1500
Anah,173,0.0079322,1500
Anah,174,0.00794034,1500
Anah,175,0.00778857,1500
Anah,176,0.00757654,1500
Anah,177,0.00749805,1500
Anah,178,0.00754283,1500
Anah,179,0.00773012,1500
Anah,180,0.00790175,1500
Anah,181,0.00800687,1500
Anah,182,0.00806032,1500
Anah,183,0.00808485,1500
Anah,184,0.00811721,1500
Anah,185,0.00815823,1500
Anah,186,0.00817549,1500
Anah,187,0.00810896,1500
Anah,188,0.00798814,1500
Anah,189,0.00786416,1500
Anah,190,0.00779357,1500
Anah,191,0.00775007,1500
Anah,192,0.00774689,1500
Anah,193,0.00776281,1500
Anah,194,0.00783116,1500
Anah,195,0.00793169,1500
Anah,196,0.00808835,1500
Anah,197,0.00819842,1500
Anah,198,0.0082137,1500
Anah,199,0.00814887,1500
Anah,200,0.00811384,1500
Anah,201,0.00816019,1500
Anah,202,0.00825802,1500
Anah,203,0.0083903,1500
Anah,204,0.00843689,1500
Anah,205,0.00840512,1500
Anah,206,0.00837336,1500
Anah,207,0.00838689,1500
Anah,208,0.00846224,1500
Anah,209,0.00859087,1500
Anah,210,0.00868988,1500
Anah,211,0.0088206,1500
Anah,212,0.00890202,1500
Anah,213,0.00900154,1500
Anah,214,0.00903368,1500
Anah,215,0.00912196,1500
Anah,216,0.00925482,1500
Anah,217,0.00939917,1500
Anah,218,0.00951579,1500
Anah,219,0.00951557,1500
Anah,220,0.00950704,1500
Anah,221,0.00951485,1500
Anah,222,0.00961091,1500
Anah,223,0.00973147,1500
Anah,224,0.00989527,1500
Anah,225,0.0100492,1500
Anah,226,0.0100864,1500
Anah,227,0.00995481,1500
Anah,228,0.00987119,1500
Anah,229,0.00977472,1500
Anah,230,0.00972039,1500
Anah,231,0.00968503,1500
Anah,232,0.00970678,1500
Anah,233,0.00961774,1500
Anah,234,0.0095501,1500
Anah,235,0.00950278,1500
Anah,236,0.00956676,1500
Anah,237,0.00963315,1500
Anah,238,0.00961682,1500
Anah,239,0.00959348,1500
Anah,240,0.00959254,1500
Anah,241,0.00969647,1500
Anah,242,0.00981451,1500
Anah,243,0.00989857,1500
Anah,244,0.00994131,1500
Anah,245,0.00999832,1500
Anah,246,0.0100342,1500
Anah,247,0.0100395,1500
Anah,248,0.00997728,1500
Anah,249,0.00993511,1500
Anah,250,0.00993152,1500
Anah,251,0.00991537,1500
Anah,252,0.00984587,1500
Anah,253,0.00974443,1500
Anah,254,0.00967333,1500
Anah,255,0.00960146,1500
Anah,256,0.0095464,1500
Anah,257,0.00949595,1500
Anah,258,0.00949722,1500
Anah,259,0.00951486,1500
Anah,260,0.0095452,1500
Anah,261,0.00961094,1500
Anah,262,0.00970134,1500
Anah,263,0.00970841,1500
Anah,264,0.00964864,1500
Anah,265,0.00964322,1500
Anah,266,0.00972823,1500
Anah,267,0.00988275,1500
Anah,268,0.00993811,1500
Anah,269,0.00990831,1500
Anah,270,0.00979148,1500
Anah,271,0.00965555,1500
Anah,272,0.0094756,1500
Anah,273,0.00936473,1500
Anah,274,0.00926708,1500
Anah,275,0.00918595,1500
Anah,276,0.00907677,1500
Anah,277,0.00916527,1500
Anah,278,0.00942696,1500
Anah,279,0.00980172,1500
Anah,280,0.0101338,1500
Anah,281,0.010321,1500
Anah,282,0.0103955,1500
Anah,283,0.010373,1500
Anah,284,0.0103476,1500
Anah,285,0.0103722,1500
Anah,286,0.0104469,1500
Anah,287,0.0105648,1500
Anah,288,0.0106673,1500
Anah,289,0.0108199,1500
Anah,290,0.0110073,1500
Anah,291,0.0111799,1500
Anah,292,0.0113021,1500
Anah,293,0.0113699,1500
Anah,294,0.0113925,1500
Anah,295,0.0114939,1500
Anah,296,0.0116972,1500
Anah,297,0.0118721,1500
Anah,298,0.0119627,1500
Anah,299,0.0118406,1500
Anah,300,0.0116618,1500
Anah,301,0.0114806,1500
Anah,302,0.0113287,1500
Anah,303,0.0112123,1500
Anah,304,0.0110911,1500
Anah,305,0.0110288,1500
Anah,306,0.0109417,1500
Anah,307,0.0109204,1500
Anah,308,0.0108848,1500
Anah,309,0.0108578,1500
Anah,310,0.0107597,1500
Anah,311,0.0106233,1500
Anah,312,0.0104668,1500
Anah,313,0.0103484,1500
Anah,314,0.0103148,1500
Anah,315,0.0102981,1500
Anah,316,0.0102027,1500
Anah,317,0.0101062,1500
Anah,318,0.0100561,1500
Anah,319,0.0101294,1500
Anah,320,0.0102806,1500
Anah,321,0.0105262,1500
Anah,322,0.0107067,1500
Anah,323,0.0108986,1500
