Mean,SD,SE,LowerCI,UpperCI,WaveNumber,Significant,times_selected
0,0,0,0,0,153,No,0
0,0,0,0,0,154,No,0
0.0659464148326934,1.64683427126979,0.0232897536141055,0.020288281776376,0.111604547889011,155,Yes,19
0.126689647924101,2.41175166986694,0.0341073192060179,0.0598243412186028,0.193554954629599,156,Yes,25
0.137461152656662,3.41266254269093,0.0482623365167616,0.042845802971019,0.232076502342305,157,Yes,12
0.0807203881838167,1.94930951827729,0.0275673995801071,0.0266761926590141,0.134764583708619,158,Yes,10
0,0,0,0,0,159,No,0
0,0,0,0,0,160,No,0
0,0,0,0,0,161,No,0
0,0,0,0,0,162,No,0
0,0,0,0,0,163,No,0
0.0842297107199879,1.55349086175679,0.0219696784571912,0.0411595040177831,0.127299917422193,164,Yes,15
0.12493725558701,2.06925933907837,0.0292637462139181,0.0675674765631498,0.18230703461087,165,Yes,20
0.0066836176187324,0.211269971195867,0.00298780858587368,0.000826202198158512,0.0125410330393063,166,Yes,5
0,0,0,0,0,167,No,0
0.143523418116412,3.30604407532912,0.0467545236913366,0.0518640429656643,0.235182793267161,168,Yes,11
2.50572625658268,16.1828932262519,0.228860670790011,2.05705895286507,2.9543935603003,169,Yes,190
4.09995538485736,25.3291974898048,0.358208946141085,3.39770872326248,4.80220204645224,170,Yes,276
2.33451911446172,18.0784432586942,0.255667796430378,1.83329808563281,2.83574014329062,171,Yes,250
0.707794588930486,9.39084876051782,0.132806656793189,0.447435286419206,0.968153891441767,172,Yes,69
0.0218645721766432,0.488466394546312,0.00690795799930881,0.00832194434528361,0.0354072000080028,173,Yes,10
0,0,0,0,0,174,No,0
0.0643034676551698,2.03264048518064,0.0287458774157109,0.00794893863721548,0.120657996673124,175,Yes,5
0.127621198765956,2.4795825273491,0.0350665923920045,0.0588752958339434,0.196367101697969,176,Yes,51
7.02575262186429,34.8951036215191,0.493491288019668,6.05829322903976,7.99321201468882,177,Yes,308
4.6599630911703,27.2013488473947,0.384685164548274,3.90581142779252,5.41411475454809,178,Yes,309
2.34282471571284,18.9730964184857,0.268320102752349,1.81679961660095,2.86884981482474,179,Yes,151
4.12224077153958,24.7507696994405,0.350028741881218,3.43603089851333,4.80845064456583,180,Yes,207
1.1218857738949,12.7041312663758,0.179663547350767,0.769666412272152,1.47410513551765,181,Yes,67
0.322533504325643,5.32913654406799,0.0753653717635903,0.174784316900287,0.470282691750998,182,Yes,25
0.0352920443083682,0.732972137507916,0.0103657913770529,0.0149705462895629,0.0556135423271735,183,Yes,14
0.348103817754481,5.54676209481233,0.0784430618174059,0.19432100780518,0.501886627703783,184,Yes,25
2.26015644555247,20.1417978038525,0.284848036247849,1.70172934686654,2.81858354423839,185,Yes,96
0.685984791822854,11.4179029932604,0.161473532669292,0.369425837965011,1.0025437456807,186,Yes,90
1.33705233868276,15.1217629903275,0.213854023079126,0.917804647094398,1.75630003027113,187,Yes,115
6.36559049455961,38.5053494377223,0.544547873987421,5.2980377974373,7.43314319168192,188,Yes,258
1.19572453671534,10.2513816584126,0.144976429743898,0.911507140990396,1.47994193244029,189,Yes,100
0.398362015198009,5.89397458367056,0.0833533879250922,0.234952812179488,0.56177121821653,190,Yes,30
0.0298047688126591,1.9176283384142,0.0271193600377635,-0.0233610726781006,0.0829706103034189,191,No,8
0.0222763410634198,0.909245875546104,0.012858678487291,-0.00293230918806065,0.0474849913149002,192,No,3
0.000448666992711908,0.018313088826193,0.000258986185869453,-5.90595350180322e-05,0.000956393520441847,193,No,3
0.0484701380562418,1.97838922421412,0.0279786487253639,-0.00638028618632881,0.103320562298812,194,No,3
0.0339195207115941,1.38448159954609,0.0195795265493407,-0.00446493981906883,0.072303981242257,195,No,3
0,0,0,0,0,196,No,0
0,0,0,0,0,197,No,0
0,0,0,0,0,198,No,0
0,0,0,0,0,199,No,0
0,0,0,0,0,200,No,0
0,0,0,0,0,201,No,0
0,0,0,0,0,202,No,0
0,0,0,0,0,203,No,0
0.06462499379655,1.61449328502563,0.0228323830004354,0.0198635077671189,0.109386479825981,204,Yes,8
0.803929822315435,10.8736373896804,0.153776454688132,0.502460517598227,1.10539912703264,205,Yes,48
1.87522845982151,16.5783149641152,0.234452778635445,1.4155981717674,2.33485874787561,206,Yes,92
2.44303846291169,18.8781772200448,0.266977742574702,1.91964497856979,2.96643194725358,207,Yes,198
0.701285306455683,9.34098833302677,0.132101523865353,0.442308373787165,0.960262239124201,208,Yes,75
0.174720128333412,5.73326435055779,0.08108060201229,0.015766582653937,0.333673674012888,209,Yes,23
2.05809409766013,16.8380376216839,0.238125811683337,1.59126305366848,2.52492514165179,210,Yes,123
0.627761959010774,11.0320371514508,0.156016565601855,0.321901054285494,0.933622863736054,211,Yes,19
0.941421848645138,10.4324209433131,0.147536711864185,0.652185176905224,1.23065852038505,212,Yes,59
2.58757230112161,22.1954647123121,0.313891272193252,1.97220772026421,3.20293688197902,213,Yes,92
1.70775450883029,13.9056114424555,0.196655042950111,1.32222436257001,2.09328465509057,214,Yes,231
9.76054053933797,43.5552346810055,0.615964035982209,8.55298083824484,10.9681002404311,215,Yes,517
16.2897824204434,65.1874099488348,0.92188919245617,14.4824752196128,18.0970896212741,216,Yes,612
0.708143038161366,10.4230368471266,0.147404000703209,0.419166538510272,0.99711953781246,217,Yes,33
0.0169677579051526,0.84830303525289,0.011996816574569,-0.00655126494454198,0.0404867807548471,218,No,2
0,0,0,0,0,219,No,0
0,0,0,0,0,220,No,0
0,0,0,0,0,221,No,0
0,0,0,0,0,222,No,0
0,0,0,0,0,223,No,0
0,0,0,0,0,224,No,0
0.188717482250044,4.21605085147789,0.0596239629381466,0.0718283610389866,0.305606603461101,225,Yes,10
0.393924633360604,6.8842662306306,0.097358226703449,0.203059803160728,0.584789463560479,226,Yes,27
0.0406153510005838,1.18181542637246,0.0167133940419767,0.00784976740381019,0.0733809345973573,227,Yes,10
0,0,0,0,0,228,No,0
0,0,0,0,0,229,No,0
0,0,0,0,0,230,No,0
0.759964886168434,9.88587101350206,0.139807328631657,0.485881196032426,1.03404857630444,231,Yes,63
0.0633217034942243,1.55811766391237,0.0220351113207796,0.0201232196774791,0.10652018731097,232,Yes,10
0,0,0,0,0,233,No,0
0.00713296456033774,0.224300994667687,0.00317209508712818,0.000914266760646505,0.013351662360029,234,Yes,10
0.0649795087045838,1.8177516249786,0.0257068900107046,0.0145827280421214,0.115376289367046,235,Yes,17
0.117184393819063,2.57726899924329,0.036448087726136,0.0457301540438369,0.18863863359429,236,Yes,17
0.0399672157531582,1.20257231809716,0.0170069408198746,0.00662615170839063,0.0733082797979259,237,Yes,7
0.000130945958691994,0.00349757709695302,4.94632096595647e-05,3.39763708874622e-05,0.000227915546496527,238,Yes,7
2.80585340998706e-05,0.000749445704335299,1.05987627933324e-05,7.28030991302362e-06,4.88367582867177e-05,239,Yes,7
0.0716045278180039,1.61930102717903,0.0229003747420127,0.0267097481507309,0.116499307485277,240,Yes,17
0,0,0,0,0,241,No,0
0,0,0,0,0,242,No,0
0,0,0,0,0,243,No,0
0,0,0,0,0,244,No,0
0,0,0,0,0,245,No,0
0,0,0,0,0,246,No,0
0,0,0,0,0,247,No,0
0,0,0,0,0,248,No,0
0,0,0,0,0,249,No,0
0,0,0,0,0,250,No,0
0,0,0,0,0,251,No,0
0,0,0,0,0,252,No,0
0,0,0,0,0,253,No,0
0,0,0,0,0,254,No,0
0,0,0,0,0,255,No,0
0,0,0,0,0,256,No,0
0,0,0,0,0,257,No,0
0,0,0,0,0,258,No,0
0,0,0,0,0,259,No,0
0,0,0,0,0,260,No,0
0,0,0,0,0,261,No,0
0,0,0,0,0,262,No,0
0,0,0,0,0,263,No,0
0,0,0,0,0,264,No,0
0.00010465958778557,0.00279546601416216,3.95338595038119e-05,2.71558817626101e-05,0.00018216329380853,265,Yes,7
4.86618586717022e-05,0.00129976216208126,1.8381412774747e-05,1.26262266878504e-05,8.4697490655554e-05,266,Yes,7
0.0264524944826074,0.706548256882556,0.0099921012735438,0.00686359298459635,0.0460413959806185,267,Yes,7
0,0,0,0,0,268,No,0
0,0,0,0,0,269,No,0
0,0,0,0,0,270,No,0
0,0,0,0,0,271,No,0
0,0,0,0,0,272,No,0
0,0,0,0,0,273,No,0
0,0,0,0,0,274,No,0
0,0,0,0,0,275,No,0
0,0,0,0,0,276,No,0
0,0,0,0,0,277,No,0
4.5682460328601e-06,0.000122018219251503,1.72559820522089e-06,1.18531662273531e-06,7.95117544298489e-06,278,Yes,7
0.0422256287568549,1.12784994298144,0.0159502068568608,0.0109562268124194,0.0734950307012904,279,Yes,7
9.32821888286553e-05,0.00235568515091698,3.3314418891077e-05,2.79713145435172e-05,0.000158593063113793,280,Yes,8
0.00452045435193767,0.113080796480133,0.00159920396026156,0.00138531310434675,0.00765559559952859,281,Yes,8
0,0,0,0,0,282,No,0
0,0,0,0,0,283,No,0
0.00143146482642079,0.0584276154556514,0.000826291261945021,-0.000188428496894946,0.00305135814973653,284,No,3
0.00202997017676445,0.0544891270772623,0.000770592625145354,0.000519270613597145,0.00354066973993176,285,Yes,8
0.00690854389608529,0.184527763556858,0.00260961665856485,0.00179255054566306,0.0120245372465075,286,Yes,7
0,0,0,0,0,287,No,0
0,0,0,0,0,288,No,0
0,0,0,0,0,289,No,0
0,0,0,0,0,290,No,0
0,0,0,0,0,291,No,0
0,0,0,0,0,292,No,0
0,0,0,0,0,293,No,0
0,0,0,0,0,294,No,0
0,0,0,0,0,295,No,0
0.0438911775500907,0.868397598992383,0.0122809966202726,0.0198150371561887,0.0679673179439926,296,Yes,14
5.54395913762067e-06,0.000139665955413536,1.97517488347618e-06,1.67174996213879e-06,9.41616831310254e-06,297,Yes,8
0,0,0,0,0,298,No,0
0,0,0,0,0,299,No,0
0.188312625805243,3.47402959534574,0.0491301976982347,0.0919958875195032,0.284629364090984,300,Yes,31
0.151819556029488,2.0017592010239,0.0283091501069312,0.0963212041057182,0.207317907953259,301,Yes,40
0.322089925879199,6.99201824067157,0.098882070243178,0.128237693912573,0.515942157845825,302,Yes,20
0,0,0,0,0,303,No,0
0.105791667447378,2.4950579867445,0.0352854484376138,0.0366167106654971,0.174966624229258,304,Yes,9
0.00525054019589083,0.21430952255181,0.00303079433338473,-0.000691146145359337,0.011192226537141,305,No,3
0,0,0,0,0,306,No,0
0.0622736220398486,1.96847681676864,0.0278384661149123,0.00769801720439735,0.1168492268753,307,Yes,5
2.7019051021249e-05,0.000854075510693498,1.20784517051347e-05,3.33998750666808e-06,5.06981145358298e-05,308,Yes,5
0.96729087910237,10.2125815223629,0.144427712957664,0.684149208971228,1.25043254923351,309,Yes,86
2.5058008785845,13.7351381739963,0.194244186867341,2.12499706776042,2.88660468940858,310,Yes,259
9.02775544945107,31.0243776509187,0.43875095638114,8.16761111830178,9.88789978060036,311,Yes,670
1.42009272449191,9.1386218144104,0.129239629113378,1.16672636089784,1.67345908808598,312,Yes,593
2.65883444431179,15.2668404628855,0.21590572837199,2.23556451037573,3.08210437824784,313,Yes,697
2.37221329000742,14.3800050566205,0.203363981780663,1.97353068078563,2.7708958992292,314,Yes,396
2.85651991248139,20.775184727191,0.293805480019999,2.28053229484924,3.43250753011353,315,Yes,135
1.57489621403143,15.7715410792905,0.223043272938571,1.13763356188478,2.01215886617808,316,Yes,132
0.681404151563968,10.2524134649464,0.144991021691838,0.39715814922035,0.965650153907586,317,Yes,53
0.00398983958944417,0.127838218916583,0.00180790542981452,0.000445551915326572,0.00753412726356176,318,Yes,8
0,0,0,0,0,319,No,0
2.37627402643534e-05,0.000610497414619054,8.63373723547977e-06,6.83682812279819e-06,4.06886524059085e-05,320,Yes,11
0.287931669413638,5.78790507027117,0.0818533384810549,0.127463221297111,0.448400117530165,321,Yes,70
1.07537256745573,10.1230021069529,0.143160868715842,0.794714467735555,1.3560306671759,322,Yes,142
0.596343386653397,7.12947718711357,0.100826033306456,0.398680134369839,0.794006638936956,323,Yes,109
0.69059993961896,8.28035774121528,0.117101942189277,0.461028766551978,0.920171112685942,324,Yes,117
0.75237928259255,9.28654951218445,0.131331642677805,0.494911654757439,1.00984691042766,325,Yes,107
0.811291198347371,8.6902348354574,0.12289847964511,0.570356269235153,1.05222612745959,326,Yes,100
0.0598352535288061,2.44227529684673,0.0345389884784942,-0.00787631430103097,0.127546821358643,327,No,3
0,0,0,0,0,328,No,0
0,0,0,0,0,329,No,0
0,0,0,0,0,330,No,0
0.000369569776932863,0.0261325295390827,0.000369569776932863,-0.0003549490964044,0.00109408865027013,331,No,1
0,0,0,0,0,332,No,0
0,0,0,0,0,333,No,0
0,0,0,0,0,334,No,0
0,0,0,0,0,335,No,0
0,0,0,0,0,336,No,0
1.13455723312495e-05,0.000295185709034862,4.17455633135821e-06,3.16161076658936e-06,1.95295338959097e-05,337,Yes,8
0.0276453045161802,0.843225054217972,0.0119250030780784,0.00426706762035761,0.0510235414120029,338,Yes,34
0.159312568874108,4.22549331773883,0.0597574995766314,0.0421616572762206,0.276463480471996,339,Yes,45
0.250510460948304,4.27296158604966,0.0604288022649068,0.132043501616713,0.368977420279894,340,Yes,53
0.734220385267303,7.75446042062585,0.109664630957344,0.519229604566651,0.949211165967955,341,Yes,132
1.4496679304394,11.3910301553643,0.161093493351171,1.13385402034805,1.76548184053075,342,Yes,163
0.880785443661817,8.38174274117238,0.118535742608882,0.648403392840641,1.11316749448299,343,Yes,148
0.457874632887279,4.30665593866417,0.0609053123693349,0.338473504731443,0.577275761043116,344,Yes,91
0.918637807124827,8.06290113947529,0.114026641435194,0.695095572506256,1.1421800417434,345,Yes,153
0.332223787442809,8.61371416002192,0.121816313875082,0.0934103779282479,0.571037196957369,346,Yes,27
0,0,0,0,0,347,No,0
0,0,0,0,0,348,No,0
0,0,0,0,0,349,No,0
0,0,0,0,0,350,No,0
0,0,0,0,0,351,No,0
0.011439402143701,0.4043225657599,0.00571798456071139,0.000229644229868443,0.0226491600575335,352,Yes,4
0.210809634063255,7.45100933253711,0.105373184514425,0.00423197081938076,0.417387297307129,353,Yes,4
0,0,0,0,0,354,No,0
7.5976312721589e-07,5.37233659349854e-05,7.5976312721589e-07,-7.29705869686557e-07,2.24923212411834e-06,355,No,1
0,0,0,0,0,356,No,0
0,0,0,0,0,357,No,0
0,0,0,0,0,358,No,0
0.188606591327731,4.15695509133727,0.0587882226834505,0.0733558876105513,0.303857295044911,359,Yes,15
0.0275082210690596,1.1867855996352,0.0167836829063318,-0.00539515953382579,0.0604116016719449,360,No,4
0,0,0,0,0,361,No,0
0,0,0,0,0,362,No,0
0,0,0,0,0,363,No,0
1.40696755854702e-06,3.75802167404409e-05,5.3146452191252e-07,3.65063970460231e-07,2.44887114663382e-06,364,Yes,7
0.197547894981885,2.83585568622997,0.0401050557239928,0.118924393814055,0.276171396149714,365,Yes,25
0.209264126433232,2.53962637839122,0.0359157406768133,0.138853520386934,0.27967473247953,366,Yes,40
0.068600456561697,1.04479903488706,0.0147756896509161,0.0396336235389645,0.0975672895844296,367,Yes,35
0.0302671725655722,0.954874119747017,0.013503959305053,0.00379348886100173,0.0567408562701426,368,Yes,14
0,0,0,0,0,369,No,0
0,0,0,0,0,370,No,0
0.0145271850783305,0.420366003867757,0.00594487303830363,0.00287262622454392,0.026181743932117,371,Yes,12
0.0500769132509474,1.88316609050003,0.0266319902538626,-0.00213346968023801,0.102287296182133,372,No,12
0,0,0,0,0,373,No,0
0,0,0,0,0,374,No,0
0,0,0,0,0,375,No,0
0,0,0,0,0,376,No,0
0,0,0,0,0,377,No,0
0,0,0,0,0,378,No,0
-0.0802920264558751,2.31667171700746,0.0327626856175811,-0.144521261509003,-0.0160627914027475,379,Yes,6
-0.15638797297317,4.9261947755961,0.069666914625395,-0.292965684798463,-0.0198102611478766,380,Yes,7
-0.380794386699989,6.32188417101607,0.0894049433440272,-0.556067292834204,-0.205521480565774,381,Yes,31
-2.96633257713333,23.527205943309,0.332724937297725,-3.61861940291983,-2.31404575134684,382,Yes,112
-0.771545400639561,17.6832912512898,0.250079503149675,-1.2618109233521,-0.281279877927026,383,Yes,11
0,0,0,0,0,384,No,0
0,0,0,0,0,385,No,0
0,0,0,0,0,386,No,0
0,0,0,0,0,387,No,0
0,0,0,0,0,388,No,0
0,0,0,0,0,389,No,0
-1.05340934116649,15.1527723392055,0.214292561496563,-1.47351676041644,-0.633301921916534,390,Yes,53
-2.237185073702,26.518181664952,0.375023721600486,-2.97239607094242,-1.50197407646157,391,Yes,71
-0.130576503748556,4.08717954603612,0.0578014474585819,-0.243892695179336,-0.0172603123177766,392,Yes,28
-0.296557741767852,5.57047795814859,0.0787784547731413,-0.450998069029396,-0.142117414506309,393,Yes,42
0,0,0,0,0,394,No,0
0,0,0,0,0,395,No,0
-0.203792893948681,8.31814559495691,0.117636343141821,-0.434411727295843,0.0268259393984808,396,No,3
-0.0179005596306036,1.11383442359599,0.0157519974808747,-0.0487813842542254,0.0129802649930182,397,No,4
-0.897000621277278,18.5691093096741,0.262606862269296,-1.41182526294853,-0.382175979606029,398,Yes,15
-0.000897700343191882,0.0366411311534407,0.000518183846178872,-0.00191356798131665,0.000118167294932889,399,No,3
-0.0615637379116179,2.43448212771545,0.034428776423701,-0.12905924176991,0.00593176594667474,400,No,4
0,0,0,0,0,401,No,0
-0.015884742952013,0.648362178156138,0.00916922585678171,-0.033860447681616,0.00209096177759001,402,No,3
0,0,0,0,0,403,No,0
0,0,0,0,0,404,No,0
-0.0205205456393255,0.83758016782887,0.0118451723291832,-0.0437422792498219,0.002701187971171,405,No,3
-0.265855604666125,5.26561708613817,0.074467070974801,-0.411843728508812,-0.119867480823439,406,Yes,25
-1.46050983623779,26.6712343219742,0.377188213033667,-2.19996418613419,-0.72105548634139,407,Yes,31
-0.112242202493746,3.54798976251305,0.0501761524130686,-0.210609470825105,-0.0138749341623876,408,Yes,5
0,0,0,0,0,409,No,0
0,0,0,0,0,410,No,0
-0.00343190330969386,0.121299691555942,0.00171543668910087,-0.00679491169090829,-6.889492847942e-05,411,Yes,4
-4.37532721882112,40.3139959213491,0.570125997854255,-5.49302425848107,-3.25763017916118,412,Yes,111
-11.6394205075221,53.8234803718432,0.761178959159827,-13.1316651560847,-10.1471758589596,413,Yes,356
-2.57352633983125,19.4820064436278,0.275517177348184,-3.11366086212373,-2.03339181753877,414,Yes,150
-7.90794757663918,40.9147902415351,0.578622512612292,-9.04230151219271,-6.77359364108564,415,Yes,280
-0.921105902435535,8.14278454882454,0.115156363444298,-1.14686288774074,-0.695348917130334,416,Yes,122
-0.0135415687920639,0.318922341750912,0.00451024301047927,-0.0223836234956425,-0.00469951408848536,417,Yes,9
0,0,0,0,0,418,No,0
